"Instance ID","Instance Name","CreditSpecification","Operating System","Host Name","Status","Description","Instance Type","Instance Type Family","Image ID","vCPUs","Memory","Region","Zone","Public IP Address","Private IP Address","EIP","Billing Method","Network Type","Bandwidth","Billing Method for Network Usage","Created At","Expires At","Tags","Security Groups","VPC Details"
"i-a2d5ej2iurkwcj5k2p96","iZa2d5ej2iurkwcj5k2p96Z","Standard","Ubuntu  16.04 64 bit","iZa2d5ej2iurkwcj5k2p96Z","Running","","ecs.t5-lc1m1.small","ecs.t5","m-a2d809fg81bk0vowqg46","1","1024","ap-south-1","ap-south-1a","149.129.133.159","172.27.242.52","","PrePaid","Vpc","1","PayByBandwidth","2021-03-25T15:06Z","2022-03-25T16:00Z","","{SecurityGroupId=[sg-a2dc6lzsw1mamzbhmvpa]}","{PrivateIpAddress={IpAddress=[172.27.242.52]}, VpcId=vpc-a2dl522mep7dazmzyu03z, VSwitchId=vsw-a2df2utlp7ggj1jgkcpnh, NatIpAddress=}"
